id,folding,method
bpRNA_RFAM_6217,................(((.(((((..((......((((((....))))))..((((((((((.......(((((....)))))))))))))))(((......))).((((((((...(((((((((.(((((((.......)))))))..)))))))))...)))).))))))..)))))..))).,RNAfold
bpRNA_RFAM_9969,.........((((.....)))).(((((.......((((..((.(((.(((((((...))))).)).).)).))..)))).........))))).((((((((((....)))))))))),RNAfold
bpRNA_RFAM_40903,..(((((((.((((((((.((((...(((....)))...))))...))......))))))..)))))))..,RNAfold
bpRNA_RFAM_30803,..((((((((((......)).)))))...)))....(((........)))........((.((((.......))))))...((((((...((((....))))....((((((........))))))))))))...,RNAfold
bpRNA_RFAM_25419,.......((((..(((..((.....)))))..))))..,RNAfold
bpRNA_RFAM_34403,..(((((.......))))).......(((..((((.(((.(((....)))))))))).)))..(((((((.........)))))))((((...))))...,RNAfold
bpRNA_RFAM_22684,................((((((....))))))...((..((((.(((.(.((.....)).).))))))).))...,RNAfold
bpRNA_CRW_26969,(((((((.(((((.(((....))))))))(((((((....)))).))).(((((.......)))))))))))).......,RNAfold
bpRNA_RFAM_2568,(((((((((........((.((((.((((((((((.....)))))))..))).))))..))(((.(((((.((((((((((...(((((((((((.....))))))((((....))))..((......)).........(((((((...(((((..((((.....))))..))))).)))...))))....((((((.......))))))..(((((((....)))))))(((.((.....)).)))((((.(((((((...((.((.....)).))...).)))))).))))....)))))......((((((((....)))))))))))))))).........(((((.(((((....)))))..)))))....)).))))))))....)))))))))....,RNAfold
bpRNA_RFAM_18669,((..((((.((((((.((..(((((((((.(.((((........)))).).))))))))).)).)))))).))))..)),RNAfold
bpRNA_RFAM_38824,...(((((((..((....))...)))))))(((((((.....))).))))........((((....)))).......,RNAfold
bpRNA_RFAM_18515,.......((((((((((((((((.((((((.(((((((((.(((((.((.(((........(.((((((((((((.((.(((..(((((.(((((.((((......((((....)))).....)))).))))).)))))..))).)).)))))))))))))........))).)).))).))...)))))))))))))))..)))))))))))))))).........,RNAfold
bpRNA_RFAM_7547,.....(((((((((.(((((((((((.......)))))))))))(((((((.............((((((....)).))))...((((.......))))....)))))))......))))))))).......,RNAfold
bpRNA_RFAM_7392,...(((...((((.((.............(((((.((((((((....)))))))).)))))............)).))))...)))..,RNAfold
bpRNA_SPR_486,.(((((((..((((.....))))(((.((.......)).)))...((((......)))))))))))....,RNAfold
bpRNA_RFAM_17136,.(((((((((((.((((((((((.........)))).)))))).))))...)))))))...........((((((........((((((((((........))))))))))........))).)))......,RNAfold
bpRNA_RFAM_22502,(((((((.....((((.((((((((..((..((((..(((....)))..))))......))..))))))...)).))))...)))).))),RNAfold
bpRNA_CRW_29003,(((((((((((.....))))...(((.(((((.......))))).)))(((((.......))))).)))))))..,RNAfold
bpRNA_RFAM_8320,((((((((....((((((.((((.....)))).)...)))))((((.(((((((.((....)).)))).)))))))........((((.((........)).))))...)))))))),RNAfold
bpRNA_RFAM_26606,...........((((((((.....))).))))).....(((((((.....)))))))....((((((.((((((...))))))..))))))......,RNAfold
bpRNA_RFAM_22136,....(((((((((((.((((((((((((((((((((((.........)))))))))))))))))))))).)))))))))))(((....)))......,RNAfold
bpRNA_RFAM_1793,(((((((.(((((((.(((((.....)))))..)))))))........((((.......)))).))))))).,RNAfold
bpRNA_RFAM_31775,....(((((((((....))))))))).((((((..(((((((....)))))))..)))))).................,RNAfold
bpRNA_RFAM_26422,.......(((((((.((((((((...((((..((((((....((((((((......))))))))))))))..))))..)))((((...((((.(((((((.(......).).))))))..))))))))(((((((.((.(((((...)))))...)).)).)))))))))))))))))((((((.........))))))(((.((....)))))........,RNAfold
bpRNA_RFAM_24366,..((((((((.((((......))))))........))))))(((((.(((((....(.((((((((.(((..((.....))..))).))...)))))))..))))))))))......,RNAfold
bpRNA_RFAM_10556,..........(.(((.........((((...((((((((.((((((...........)))))).......))))))))...))))(((((............)))))......(((...(((((....)))))...)))(((...)))((((....))))))).)..,RNAfold
bpRNA_RFAM_8562,.................((((((((.....(((((.......)))))..........(((((((.......)))))))..))))))))..............,RNAfold
bpRNA_RFAM_24640,.................((....((((.(((((....(((((((((.....)))))))))(((((.(((............))).)))))....))))).))))....))(((((((...........(((((...(((((((((..(((((....))))))))))))))..)))))..)))))))....,RNAfold
bpRNA_tmRNA_113,(((((((....(((......))).((((...((((((((..((..(((..(((((((.......((((((........)))))).......(((((....).))))...)))))))..)))))((((((((........))))))))...(((..(((((((..(((((((........)))))))..)))((((((((..(((.(((((.(.....).)))))..)))..)))))))).)))))))...))))).))).))))((((((((..(.((((((((((..(.(((..((((.........))))..))).........)..)))))))))).)..))))).)))(((((.......))))))))))))....,RNAfold
bpRNA_RFAM_28471,.....((((((((((((((((((((((....))))).(((((((........))))))).......))))))))))))))))).....,RNAfold
bpRNA_RFAM_6486,(((.....((..((((..((((((.....)).))))..)))).))...))).....,RNAfold
bpRNA_RFAM_17567,((((((((((.......(((..(((......).))...)))((((((((((((.....)))))........)))))))....))))))))))...,RNAfold
bpRNA_RFAM_5772,.........((((.(((((((.(..((........))..))).)).))).)))).(((...(((((....)))))...)))..((((........)))).,RNAfold
bpRNA_RFAM_10779,....(((((((((.....)))))))))((((.((((((((((((((((((....)))).)).))))))))))))..)))).....,RNAfold
bpRNA_RFAM_25623,((((((((....))))))))(((((...(((((.....))))))).))).....(((.(((((((.....))))))).))),RNAfold
bpRNA_RFAM_34557,((((.........((((((...((((((............)))))).....((.((((...)))).))))))))))))...,RNAfold
bpRNA_SPR_563,((((((((((.......((((..(((.(((...((((....))))....))).)))..))))))).)))))))....,RNAfold
bpRNA_RFAM_33614,.(((((((.((......))))))).))....(((((.((((...)))))))))..((((((((.(((.....)))))))).)))....,RNAfold
bpRNA_RFAM_13495,.((((....((.(((((.((((.((......)).)))).))))).))........))))....(((((((.((((((((((...(((.((((((.......)))))).)))..)))))))).)).))))))),RNAfold
bpRNA_RFAM_26708,((..((((((....))))))..)).....((((((....((..((((((.(((.((.((((((.(.((........))).)))))).))..))))))))).))))))))((.((((...(((((((....))))))).))))..))...........,RNAfold
bpRNA_RFAM_6283,...(((((....)))))..........(((((........)))))((.(((((((....)))...((((((......((((...))))..((((((...))))))...................(((.(((..(.(((..((((((.((....((...))...)).))))))..))).).........))))))....))))))...((((((((((((((((((....)))))))))))))))))).)))).)).,RNAfold
bpRNA_RFAM_2056,(((((((.....((((.((((....(((((((....((((.......)))).......((((((....)))))))))))))..)))))))).....)))))))....,RNAfold
bpRNA_RFAM_37225,.....(((((((((((..(((((((.((....((((((((..................))))))))....)).)))))))..)))))))))))............,RNAfold
bpRNA_RFAM_14771,.........(((.(((.....))))))....(((((.(.((((......))))).))))),RNAfold
bpRNA_RFAM_13006,....((((....(((((..(((...(((((((.(((((...((((..((.((.((((((.....)))))).)).))))))((((((((((.......)))))))))).((((.........))))..........))))))))))))..)))...)))))...)))).......,RNAfold
bpRNA_RFAM_34832,......((((((.(((((.((.((..(((((((((..((....)).))))))))))))).)))))...)))))).........,RNAfold
bpRNA_RFAM_15065,.(((.......((((((.....))))))((((((.((((((((.((((....((......))..)))))))))))).))))))))).,RNAfold
bpRNA_tmRNA_610,(((((((...........(((((((.((.....(((((((((((((.((((((((((((.............)))))))).........((((((.......))))))...(((((((......)))))))(((((((((((((((......)).))))))).))))))...........((((.(((((((((((......).))))))))))..)))).((((((...((((.((((...((((......))))...)))).)))).)))))).......))))...)))))))...)))))).....)))))))))...(((((.......))))))))))))....,RNAfold
bpRNA_RFAM_26818,.((((((.............((((((...)))))).(((((((....)))))))..)))))).,RNAfold
bpRNA_SPR_109,(((.((((((((....)))))))).)))((((((.((.....((((((((((....))))))))))......)).))))))...,RNAfold
bpRNA_RFAM_40389,..((((((((((((((((((...)))))).(((.((((..((......))..))))))).))).)))))))))((((((..((((((((((((....))))).))))))))))))),RNAfold
bpRNA_RFAM_20180,.(((.((((((.((((((((((.((((((((((....(((((.(((((....(((....)))....)))))))))))))))))))).)))))))))).))))))))),RNAfold
bpRNA_RFAM_13841,.(((((........))))).((((.(....).))))(((....)))(((((((((((........(((((..((..(((....))))).))).)))))))))))))..(((((.((....)))))))..,RNAfold
bpRNA_RFAM_28014,...((((((((.((((((.((((((..(((((((((((..........((((.....)))))))))....))))))..)))).))))))))..)))))))).................,RNAfold
bpRNA_RFAM_9138,......(.((..(((((((((((((((...))))))...........(((((.......))))).((((((((...))).).))))........(((((.((.....((((((....))))))...)))))))..(((((...(((((((.....)))))))...)))))..(((....)))..))))))))))).)........,RNAfold
bpRNA_RFAM_26006,...((((((((.(((((.((((...............(((((((............(((((....((((...))))..))))).))))))))))).))))).))))))))...,RNAfold
bpRNA_RFAM_35964,..............((.((((...((((.(((...((((((((.....((......)).......))))))))...))))).))...))))))((((((.((.((((((((((((.(((......(((((((..(((((((.(((.....))))))))))))))))).....)))((((((((..((.((...((.....))...)).))...))))))))(((........)))(((((((...)).)))))..(((((..(((.....)))..(((((...(((((((.....))))))))))))))))).))))))))))))..))....))))))....,RNAfold
bpRNA_RFAM_26319,(((((..(((.((.....(((.((((((.((.(((((.(((......))).)))))..))...)))))).)))...)).).))..))))).,RNAfold
bpRNA_RFAM_26330,(((((..((((..........)))).(((((((......)))))))..((((((.......))))))......(((......)))))))),RNAfold
bpRNA_RFAM_10749,....(((((((......))))))).((((..((((((((((((...((........))....))))))))))))...))))....,RNAfold
bpRNA_RFAM_35511,....((((.(.((((((((((.((((((((((((.(((....))))))))).))...))))..))).))))))).).)))).........,RNAfold
bpRNA_RFAM_6374,.....((((....((..(((((((....(((((............)))))...))))))).))..))))..,RNAfold
bpRNA_RFAM_38480,...(((((((...((.((((((((((...(..((.((..(((.((((((...)))))).))).....)).))..).....)))))))))).)))))))))..,RNAfold
bpRNA_RFAM_5057,..(((((((((..(((((........)))))))).))))))..........(((.((((..((((...((((.......)))).........))))..)))).)))(((.(((((((((((((...(((((((((((.....(((((.((.((((...........))))..)))))))........((((.((((.((((.....)))).))))))))(((((((......(((((..((((((((.(((((....))))).)).).))))).........))))))))))))......)))))))...)))).....))))))))).)))).)))..,RNAfold
bpRNA_RFAM_23266,.....((((((..((.(.(((((.((((......((((((....))))))..)))).)))))).))..)))))).((((.(.......(((((((((...)))))))))....).))))..((((....)))),RNAfold
bpRNA_RFAM_9038,((...(((((((.(((((((((((((((....)))))).....((((..(((((.......))))).....)))).)))).))))).)))))))((((((.....(((.(((((((((.....)))))))))...)))))))))..((((...))))..((((...(.(((......)))).)))).))...,RNAfold
bpRNA_RFAM_24586,..((((((((........(((((((((..((((((((.((((((((...)))))))).)))))))).....)))))))))....))))))))..........((((((((((.....(((((..((((((((............)))))....)))..)))))..))).))))))).......,RNAfold
bpRNA_SPR_345,(((((((((((((..........))))).......(((((....)))))((((.......))))))))))))....,RNAfold
bpRNA_RFAM_15534,....((((.(((....((((((.............))))))....)))))))...(((....)))...,RNAfold
bpRNA_CRW_39480,(((((((((((((..((((...((.(.(((((.......))))).).))))))....)))))...)))))))).,RNAfold
bpRNA_RFAM_23293,.(((.(((((...(((((...)))))...))))).((((...............))))(.(((..(((((((...))))))).))).)..))),RNAfold
bpRNA_RFAM_16359,..((((.(((.(((..((((((((((((...)))))).........)))))).)))))).))))........,RNAfold
bpRNA_RFAM_39040,((((((..((((.(((((...)))))))))..(((........)))..))))))......((((((....))))))..((.....))((((.(......)))))((.((((((((........)))))))).)).....,RNAfold
bpRNA_RFAM_14673,(((((((((.(..((.((((((((........................))))))))))..))))))))))...(((((.((((....)))).....((((.(((((....((((.....))))..))))).))))......(((..((((((((.((((....))))))))))))..))).....)))))...........,RNAfold
bpRNA_CRW_43385,((((((((.((((((((((((......))))))))..(((((....)))))...)))).))))))))........,RNAfold
bpRNA_RFAM_15709,...(((((((((((((((.((((....)))).)))).....)).))))......)))))........((((((((....).))))))).......,RNAfold
bpRNA_RFAM_4314,....((((((.((((((((((((((((.........(((((....)))))((((...((.....))....))))((((((((((.................)))))))))).((((((((..(((.((((((((........)))..))))))))..)))))))).....(((((((((((((.(((((.((((((((((((((.((((((.......((((((((((.((((..(((......)))..))))))))).((((.....))))....))))).)))))).)))..)))))..)))))).)))))..))).....)))))))))).......(((((((.....))).))))....(((.......))).)))))))))....)).)))))..)))))).....,RNAfold
bpRNA_RFAM_11392,...(((.((((.((....)))))).)))...((((((((((...((((....)))).....)))))).........))))...,RNAfold
bpRNA_RFAM_10509,.((((((((..(((((...(((((((.((.((.(((((.........))))).)).)).((((.(.....).))))..(((...(((((((((((((((((((......))))).))))))).............))))))).)))......))))))).))))).)))))))).............((((.(((((((((((((((.....)))))))))).)))))..)))).............,RNAfold
bpRNA_RFAM_19667,...(((((((......)).)))))..(((.((((.((((((((((((.(((((......)).)))...).))))))))))).)))).)))((((....))))...,RNAfold
bpRNA_RFAM_18325,..((((((..((((.((((.((((((((............))))))))...))))))))..))))))..,RNAfold
bpRNA_RFAM_11056,(((((.(((.(((((..(((((((((((...(.(((...))))...)))))))))))..)))))))).))))),RNAfold
bpRNA_RFAM_838,.((((......(((((((((..(((((..........))))).)))))((..(((((.((((((........)))))).)))))..)).((((((((....))))).))).))))......)))).....((((((((((.....)))))))))).,RNAfold
bpRNA_CRW_30906,(((((((..(((.........))).(((((.......))))).....(((((.......)))))))))))).,RNAfold
bpRNA_RFAM_17009,...((((..((.((((...((.((((.(((((..((((....)))).))))).))))..))...)))).))....))))((..((((((((((((...))))))))))))..))......,RNAfold
bpRNA_RFAM_10893,(((((((....))))))).......................((((((((((((.......))))))))))))......(((((...(((((....)))))...)))))...,RNAfold
bpRNA_RFAM_22060,....((((((((((((((((((((.....))))))))))))))))))))...,RNAfold
bpRNA_RFAM_36491,....((((((........(((((((((((......)))))))))))........)))))).......,RNAfold
bpRNA_RFAM_39774,..((((((.....))))))....(((....(((((..(((((((((((........))))))))))).......((((((.((.((.(((((((..(((((((.((.......)))))))))....)))))))..)).)).))))))..)))))...)))......,RNAfold
bpRNA_RFAM_41348,((((.....))))..........((((...((((((.(((...(((((((((((...........)))))))))))......))).)))))).)))).,RNAfold
bpRNA_RFAM_42256,.(((....((((((..........(.((((((.....(((...)))....)))))))...((((.)))))).))))...))).,REDfold
bpRNA_RFAM_42666,..............((((....))))........,REDfold
bpRNA_RFAM_20198,....(.(...(((((..((((((.......((((((((..((..(........)..))))))))))......))))))..)))))....).)...,REDfold
bpRNA_RFAM_8962,...........(((.................((((.(..................).)))).......)))..............,REDfold
bpRNA_RFAM_19896,...((((((.(((((((((.(.(((((((((((((((..........................................))))))))))))))).).)))))).))))).))))...,REDfold
bpRNA_RFAM_1569,(((((((..((((........)))).(((((.......))))).....(((((.......)))))))))))).,REDfold
bpRNA_RFAM_40620,.((((((((....(((((.............................)))))........)))))))).,REDfold
bpRNA_RFAM_21943,.(...(.((.((((((((((.(((((((((((............))))))))))).)))))))))).))..)..)...,REDfold
bpRNA_RNP_318,.....(((.(((((((((.........(((((((((.....)))))(((((....)))).).(...((((((............((((((((((((((((...)))))))))))))))..)........((((((.......))))))((((((((((....)))))))).))))))..))).)))).)))))..((((.(....((((((......(((((...)))))..))))))...).))))..(((.((((((((....)))))))).)))....................((((((....)))))).............)))))))..,REDfold
bpRNA_RFAM_35989,..........((((...........))))....................((((((((((....))))))))))............(((((.....)))))..........(((((.......))))).....(((.(((((((.((((((....)))))).))))))).)))......((((.(....)))))...........((....))......................................(((((.(((........))).)))))..............(..........)(........................)..((((((((((((....))))))))))))..,REDfold
bpRNA_RFAM_21498,.(((((((((((((((.((((.((((.((((.(((.(((....(........)...))).))))))).)))).)))).)))))))).))))))).....,REDfold
bpRNA_CRW_54599,.............(((((((((((....)))))))))))...................((((....))))(((((((.....(.(.....).)))..))))).....((.............())..(((....))).).......................(.............((((((((((((.(((((..(((....))).))))).......................))))).....)))))))..(...)..........).(((((...((((..((((((....)))))).)))))))))........................(((((.......)))))..................(((((..(....).)))))..........((((((((((........))))))..))))..........,REDfold
bpRNA_RFAM_4814,.(((.......(((((((((((....((((....)))).)))))))))))..........).)).,REDfold
bpRNA_RFAM_2954,..(.(....((...(((((.(.((.((.())(....))).).)))).).)))))..........(((.......)))................((((((((((((.((((.............(((((((((......))))).))))...(((((.......))))...(......(((........)..))))))))))))))).......))))),REDfold
bpRNA_RFAM_15819,.((((((.........))))))..........(((((((....)))))))....,REDfold
bpRNA_RFAM_12781,............(...............(((((.((((..........................).)))...........((((.........))))............(((()))))..).))))............,REDfold
bpRNA_CRW_54147,(((((((..((((........))))..((((.......))))......(((((.......))))))))))))....,REDfold
bpRNA_RFAM_6540,.........((((((.......))))))...................((((((..............................(((.(((.(.....).))).)))...))))))........,REDfold
bpRNA_RFAM_21584,.((....(((.((((.....(((((.((((((((((((((((((............))))))))))))).))))).))))).....))))..)))....)).,REDfold
bpRNA_RFAM_18958,..((((.....(((((((((...((.............((((((..................(...........................)............)))))).................))..)))))))))......))))....,REDfold
bpRNA_RFAM_36465,......((((((((((((.((((((((((.....((...(((....)))............)))))))).....)))))))))).))))))((((((((((.....))))))))))......,REDfold
bpRNA_RFAM_13735,..((((((((..(((.(((((((((((......))))))).))))..))).))).)))))...........((((((.......((((((((((((.....))))))))))))......)))))).......,REDfold
bpRNA_RFAM_41689,.(((......)))................((((((((.((......))))))))))........,REDfold
bpRNA_RFAM_10305,....................(((((((((((.(.............................................).)))))))))..)),REDfold
bpRNA_RFAM_30749,......(.(((((.........................................((((((......)))))).))).)).).......,REDfold
bpRNA_SRP_10,.(((((((....)))))))..............................(((((.(((((((.((((((((((((((.(.(((((((((((((........((((((.((.(((((((........(((....(.....((.((()(((.....)))).....((((((....))))))....(((....))).....))).))))........))).)))).....)).))))))......)))))))).)))..)).))))))))))))))).))))))).)))))................,REDfold
bpRNA_SRP_861,.((((((((((((((.(((((((((..((.....((((....(((....)))....))))..))..)).)))))))..)).)))).))).))))).....,REDfold
bpRNA_RFAM_4389,.((((((.....))))))............................................((.......(((.((.....)).)))....))..............,REDfold
bpRNA_RFAM_29635,.........((((((.......))))))..........((((((((.........)).)))))),REDfold
bpRNA_RFAM_26949,.(((((((((....(((((.(((((((.........))))))).).))))..)))).))))..).,REDfold
bpRNA_tmRNA_305,(((((((..........(...((((((((((.()(((((((((((((((................................................................................(((((..(...(((((..))))).).)))))...((((.((((......)))).))))(((((((((.(.........).)))))))))...........((((.(((((((((....(((.........)))...))))))))).)))).................)))))))...)))))))).).))))))))))...(((((.......))))))))))))....,REDfold
bpRNA_RFAM_18877,........(((((.(((((((((((....(((((((..................)))))))..))))))))))).)))))....,REDfold
bpRNA_RFAM_13610,...............((((((((....))))))))......((((((......))))))....................(((((((...............)).))))).....................,REDfold
bpRNA_RFAM_7681,.(..(((......................................................................)))..).,REDfold
bpRNA_RFAM_19331,..............(((((.(((((((.(((((.(...............)))))).))))))).)))))..........,REDfold
bpRNA_RFAM_4326,...(((((((((((((((........(((...((((................((((((((.................((.((.(((.......))).)).))))))))))..................))).............)))))))))))))))...............((((....(((..............))))((...........................((((((.......))))))....(.((((.....)))).).......)).......................(.........)....)))...........(((((.....((.............(.((((...(.)..)))).).)).))))......)))))........,REDfold
bpRNA_RFAM_7172,....................(.((((((((.(((....(((((....((((((......)))))))))))..)))))))))))..).......,REDfold
bpRNA_RFAM_34740,..............(((.....)))............((...(((.(((....))).)))...))..........,REDfold
bpRNA_RFAM_14056,..((((((......((((((((((((((((.)))))).))))).)))))..))))))...........(((..((((..((((((((.(.........).)))))))).)))).))).........,REDfold
bpRNA_RFAM_42320,....(.(......(((((((................................)))))))((((.((((((((..(...((((........)))))..)))))))).))))...................(((((((....(((((((......)))))))..........)))))))....).).,REDfold
bpRNA_RFAM_21323,......((((((((..(((((.((((.(((((.((...(((.(((((........))))).)))...))..))))).)))).)))))..)).))).))).....,REDfold
bpRNA_RFAM_32071,...............((((((........................)))))).........,REDfold
bpRNA_RFAM_10779,.((((.(((((((.....)))))).....(..(((((((((((((.(((......)))...)))))))))))))...)).)))).,REDfold
bpRNA_RFAM_22924,.........(((((((....................................(((((((((((....))))))))))).............))))))).............,REDfold
bpRNA_RFAM_2685,.((((((((((...............(...........((.......)).........)...........(.(.(.....(((........((((((((((.....)))))(((((....)))).)((...(((((..........((((((...((((....)))).)))..).)).....((((((.......))))))(((((((((....)))).)))).)..)))..)))))))))))).((..(((......((((((....(((((((.))))))))))))).....))))).....(((.((((..)))))))......(((((.......)))))...........)).).).))))))))).....,REDfold
bpRNA_CRW_54605,.((((((((((....(....))))))))).....(((((....))))).(.(.((((((((((((((...))))))))))))))...)).......(((((((...(((..............((((.((((..(((....)))..))))....((((.....))))......))))..............(...(((.....)))))).))))))))....................(((.(((......)))).)).....................((((((..(.....((((((((((((...........))))))))))))..)..))))).)(((((((((....))))))))).................)),REDfold
bpRNA_RFAM_16976,...........(((((..(((.....(((((.(((.....)))..........)))))..)))..)))))...................((((((((((......))))))))))...............,REDfold
bpRNA_RFAM_9799,.(((.....................................................................))).,REDfold
bpRNA_RFAM_15339,.((((((((((.(((..(((...........................((((((.....)))))).....))........................))).))).)))).)))..),REDfold
bpRNA_RFAM_38870,.................((((((((((.(((....))).))))).((((...))))..)))))..,REDfold
bpRNA_RFAM_17782,..(((.....(.....(((((.((((...))).......).)))))......)..)))...........................(((.((((.........)))).))).....................,REDfold
bpRNA_RFAM_2400,(((((((((((........((.(((((.((....)).))))).))....(((.(((((.(((.........(((((((((((...)))))).((((....))).)(.(...((((.............(((((..((((..)))).))))).........((((((.......))))))(((((((((....))).))))).)...)))..))))))))))).......((((...((((((...((((((...))))))(.(((....))))))).)..))))))...............((((((((....))))))))................(((.(((((....))))))))......)))))))).).))))))))))....,REDfold
bpRNA_RFAM_14476,...((((((.((((((((((((((.(((((((((((...........................))))))))))).)))))))))))))).))))))...,REDfold
bpRNA_tmRNA_602,(((((((...........((((((((.((((.(((((.(...(((((.............((((.............)))).....................................(.(((((((((.........))))))))))..((((((.(((((...........)))))...))))))................(((((((((((.........)))))))))))......................(((((((.((..........))))))))..)........................)))))......)))))).))))))))))))...(((((.......))))))))))))....,REDfold
bpRNA_RFAM_40428,.(.(((.((((((.((((((......(((((((((((((.....))))...)))))))))...)))))).)))))).))).).,REDfold
bpRNA_RFAM_1935,(((((((..((((........)))).(((((.......))))).....(((((.......)))))))))))).,REDfold
bpRNA_RFAM_1793,.((((((..((((.......)))).(.(((.......))).)......((((.......)))).))))))..,REDfold
bpRNA_RFAM_14172,..((((((...(.(((((((((((((.......))))))))))))).)....))))))..........(((((((((((.((......(((.(.....).)))......))))))))))))).......,REDfold
bpRNA_RFAM_17009,..........(..(((....)))..).(((((..((((....)))).)))))..........................(((..((((((((((((...))))))))))).)..)))....,REDfold
bpRNA_RFAM_12829,..........((((.............((((((............(((((((.....)))))))...........((((....))))..(((((.......)))))............((()))))).)))))))............,REDfold
bpRNA_RFAM_19853,............(..(.(((((.((((((....((((((.....................)...........)))).))))))).)))).).).).......,REDfold
bpRNA_RFAM_20652,.(((((.((((.((((((((((((..((.(((((....(.......................................)....)))))))..)))))))))))).)))).))))).,REDfold
bpRNA_CRW_54745,.....................................................(((((((((....))).))))))(((((((....))))))).......................(........(((((((((...(((((((((((....)))))))))))(((((((((....))))))))............))))))))).....)....((((......))))(...((((.....))))..).....((......((((.......(..(((((((((((((....))))))))))))).........(((((..((((....)))))))))((((.....((((((.....)))))).....)))))...)))))..(.(())..)).)...........(.........)..................................,REDfold
bpRNA_RFAM_18136,.....(((((...))))).(((((((((((.....((.....))..))))))).))))................(((((((......))))))).........((((((.(((((.(((((.......))))).))))))))))).............,REDfold
bpRNA_RFAM_20703,.((.((((..(((((((((((((((((((((((((((((..((((.................)))).)))))))))...))))))))))))))))))))....)))).)).,REDfold
bpRNA_RFAM_25908,...........((((.((((((.((((((((((((((..((((((............)))))).))))..)))))))))).)))))).)))).,REDfold
bpRNA_RFAM_29546,.........((((.....))))..........((((((..........))))))..,REDfold
bpRNA_RFAM_11339,.(.(.((........................................((((.....))))............................))..)).,REDfold
bpRNA_RFAM_13722,...............(((((((((((......)))))))))))........................((..(((.(((((.((((((((.((............)).)))))))).))))).))).))........,REDfold
bpRNA_RFAM_40869,...........((((((((.......)))))))).........................((((((....(((...(((((((.(.......).))))))))))......))))))......,REDfold
bpRNA_RFAM_2002,..(((..........................................................(((((.......)))))..)))...,REDfold
bpRNA_RFAM_27612,.(.(((((....))))).).............(((((...))))).,REDfold
bpRNA_RFAM_10103,.((((.........................................................................)))).,REDfold
bpRNA_RFAM_15323,.....((..........)).............................(((.((...)).)))......((.(((((......))))).)).......................,REDfold
bpRNA_RFAM_26295,............(..(((.........(((((((...)(..(((((((((....((((.......))))...)))))))))..).....)))))))....((((.(((((((..))))))))))).......((((.....))))((((......((((((.)))......))))))..))))....,REDfold
bpRNA_RFAM_6283,...........................(((............))).((...((((....))))....))...............................(((..................................(..((((((....................))))))..)............((((.....)))).)))....(((((((((((((((((....))))))))))))).)))).........,REDfold
bpRNA_RFAM_22684,...........((...((((((....))))))...))..((((.((((((((..).))))..)))))))......,REDfold
bpRNA_RFAM_24926,.....((...........((...(((..(((......................))...).)))..))........))....,REDfold
bpRNA_RFAM_7163,..................................((((((((((.....((()))))()))))...(.(((((((((...).)))))))).)(((((((((((((((....))))))))))))))).(((((((....)))))))((((((((.(((((((....)))))))).)))))))...........(((((((.........(((.().....)))).))))))))))......................................((((((((((...))))))))))..,REDfold
bpRNA_RFAM_6874,.((((........................................................................)))).,REDfold
bpRNA_RFAM_34832,.((....((((((((.....((((((((................))))))))...)))..........)...))))....)).,REDfold
bpRNA_RFAM_15534,..............(.((((((........................)))))).)..............,REDfold
bpRNA_RFAM_4826,.(((((.......(((((((((....................)))))))))..........))))).,REDfold
bpRNA_RFAM_16526,........................................................(.........).....((((((...))))))..................((((((((...........))))))))........................,REDfold
bpRNA_RFAM_14673,....((((((....(((((((((............(..(()(.((..(.)))))))))...............)..)).).))(.............(...((.((((...))))).))..............).......(....((((((((.((((....))))))))))))..)..............))))))...,REDfold
bpRNA_RFAM_1516,.((((((..((((.....)))).(((((.......)))))....(((((.......)))))))))))..,REDfold
bpRNA_tmRNA_1,(((((((.............(((((((.(((((((((((((((..(((((((((...(((..(...(..))(((((................................((((((((......))))))))((((((.....((......((...))......))))))...).............))))))))).........)..))))............))......(..(...((.(...((.((((....)))))).).)))).............)))))...........)))))))).)).....)))))))....(()(()......)).)))))))))....,REDfold
bpRNA_RFAM_27098,.................................((....)).............................(((((....)))))...........(((((....))))).....................,REDfold
bpRNA_RFAM_5054,.............(((((((...((........))....))))))).,REDfold
bpRNA_RFAM_141,.((((((((....((.(((((.....((((((.............))))..))....)))))..))(((.((..(.(((((((.....)))))))..).)).))).))))))))..,REDfold
bpRNA_RFAM_14381,......(((((((.........(((((((...)))))))............))))))).(.((........)).)...........................,REDfold
bpRNA_RFAM_15706,........((((....(((((...........)))))..))))................................((((((((.......))))))))......,REDfold
bpRNA_RFAM_2001,(((.(((..((((........)))).(((((.......))))).....(((((.......)))))))).))).,REDfold
bpRNA_RFAM_22311,.((((.(((.(...((((((((..(((((((((((((....................................................................................................)))))))))))))..)))))))).).))).)))).,REDfold
bpRNA_RFAM_12960,......(((..(...(.(((..((((((((.(((...(((((((((.((....((((....))))....))......)).(((...(((.......)))...)))..)))))))......))..)....)..)))))))......)))..)..).)))......,REDfold
bpRNA_RFAM_6139,.((((((((.(((..((((((.(((((((.....................................(..........)..........))))))).))))))..))).)))))))).,REDfold
bpRNA_CRW_28926,(((((((..(((..........))).(((((.......)))))....(((((.......))))))))))))....,REDfold
bpRNA_CRW_43243,(((((((..((((..........))))((((((.......))))))....(.(((.......))).)))))))).,REDfold
bpRNA_RFAM_31207,.....(((((....(.(((((....))))))(((..(((((.........)).))).))).....))))).........................,REDfold
