id,dataset_name,folding,method
6N5T,ablation,"[[3, 114], [4, 113], [5, 112], [6, 111], [7, 110], [10, 48], [11, 74], [12, 46], [13, 45], [14, 44], [15, 43], [16, 70], [17, 41], [21, 38], [26, 107], [27, 106], [28, 105], [29, 104], [30, 103], [35, 98], [41, 95], [43, 96], [44, 93], [45, 92], [46, 91], [47, 90], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64], [57, 63], [71, 87], [72, 86], [73, 85], [74, 84], [75, 83], [77, 124], [78, 123], [79, 122], [80, 121], [81, 120], [82, 119]]",R1D+R2D
6N5O,ablation,"[[4, 113], [5, 112], [6, 111], [7, 110], [20, 37], [21, 36], [22, 35], [23, 34], [26, 107], [27, 106], [28, 105], [29, 104], [30, 103], [35, 98], [41, 95], [43, 96], [44, 93], [45, 92], [46, 91], [47, 90], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64], [57, 63], [71, 87], [72, 86], [73, 85], [74, 84], [75, 83], [77, 124], [78, 123], [79, 122], [80, 121], [81, 120], [82, 119]]",R1D+R2D
1MFQ,ablation,"[[1, 128], [2, 127], [3, 126], [4, 125], [5, 124], [6, 123], [7, 122], [9, 119], [11, 117], [12, 116], [13, 115], [14, 114], [15, 113], [16, 112], [17, 111], [18, 57], [19, 56], [20, 55], [21, 54], [23, 52], [24, 51], [25, 50], [26, 49], [27, 48], [30, 45], [31, 44], [32, 43], [33, 42], [34, 41], [35, 40], [64, 110], [66, 109], [67, 108], [68, 107], [69, 106], [70, 105], [77, 100], [78, 99], [79, 98], [84, 93], [85, 92], [86, 91]]",R1D+R2D
6HIZ_0,ablation,"[[43, 96], [44, 95], [45, 94], [46, 93]]",R1D+R2D
6SG9_0,ablation,"[[19, 139], [54, 107], [55, 106], [56, 105], [57, 104]]",R1D+R2D
6QKL_2,ablation,"[[7, 119], [29, 34], [31, 125], [32, 124], [33, 123], [34, 122], [35, 121], [59, 92], [61, 90], [62, 89], [63, 88], [64, 87], [65, 86], [70, 79], [71, 78], [72, 77], [73, 130], [99, 107], [105, 137], [106, 136], [107, 135], [131, 142], [132, 141], [133, 140], [134, 139]]",R1D+R2D
6WLU,ablation,"[[3, 224], [13, 136], [14, 135], [15, 134], [16, 133], [25, 208], [27, 158], [28, 157], [29, 156], [36, 51], [37, 50], [38, 49], [39, 48], [40, 47], [74, 80], [79, 154], [80, 153], [81, 152], [83, 151], [84, 150], [91, 197], [92, 196], [96, 140], [101, 113], [102, 112], [103, 111], [104, 110], [145, 230], [146, 229], [147, 228], [148, 227], [149, 226], [150, 225], [157, 170], [158, 169], [159, 168], [160, 167], [172, 217], [173, 216], [174, 215], [180, 210], [181, 209], [185, 204], [186, 203], [187, 202], [188, 201], [189, 200], [190, 199], [191, 198], [200, 212], [201, 211]]",R1D+R2D
5AN9_1,ablation,"[[1, 186], [2, 185], [3, 184], [7, 39], [8, 38], [14, 136], [16, 134], [17, 133], [21, 223], [22, 222], [23, 221], [29, 79], [30, 78], [31, 155], [37, 47], [46, 59], [47, 58], [48, 57], [53, 128], [55, 113], [58, 110], [59, 109], [78, 130], [87, 178], [88, 239], [90, 175], [91, 174], [92, 173], [93, 172], [94, 171], [95, 170], [96, 169], [97, 168], [98, 167], [106, 163], [107, 162], [109, 160], [110, 159], [134, 203], [135, 202], [136, 201], [149, 154], [158, 232], [222, 246], [223, 245], [224, 244], [225, 243], [226, 242], [227, 241], [228, 240]]",R1D+R2D
6WLO,ablation,"[[1, 23], [2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16], [11, 114], [43, 244], [44, 243], [45, 242], [46, 241], [47, 240], [48, 239], [49, 238], [50, 237], [52, 233], [53, 232], [54, 231], [55, 230], [56, 229], [57, 228], [58, 227], [59, 226], [60, 225], [61, 224], [63, 222], [64, 221], [65, 220], [68, 146], [74, 140], [75, 139], [76, 138], [78, 137], [79, 136], [80, 135], [81, 134], [83, 127], [84, 126], [85, 125], [88, 107], [89, 106], [90, 105], [91, 104], [93, 102], [94, 101], [95, 275], [110, 120], [111, 119], [112, 118], [133, 180], [134, 179], [156, 330], [157, 328], [158, 327], [159, 326], [160, 325], [161, 324], [165, 199], [166, 198], [167, 197], [168, 196], [172, 193], [173, 192], [174, 191], [175, 190], [176, 189], [177, 188], [178, 187], [179, 186], [180, 185], [191, 206], [207, 293], [208, 292], [210, 290], [211, 289], [212, 288], [213, 287], [214, 286], [215, 285], [233, 280], [234, 279], [235, 278], [236, 277], [239, 299], [240, 298], [241, 297], [242, 296], [243, 295], [244, 267], [247, 266], [248, 265], [249, 264], [250, 263], [251, 262], [252, 261], [253, 260], [254, 259], [296, 321], [297, 320], [298, 319], [299, 318], [300, 317], [301, 316], [302, 315], [304, 314], [305, 313]]",R1D+R2D
6AHR,ablation,"[[3, 106], [4, 338], [5, 337], [6, 336], [7, 335], [8, 334], [9, 333], [10, 332], [11, 331], [13, 128], [14, 127], [15, 126], [16, 125], [17, 288], [18, 287], [19, 137], [20, 136], [21, 135], [29, 279], [30, 278], [31, 277], [32, 276], [39, 56], [40, 55], [41, 54], [42, 53], [43, 52], [50, 178], [51, 177], [54, 183], [55, 182], [56, 181], [57, 180], [60, 76], [61, 75], [62, 74], [63, 73], [72, 145], [73, 144], [74, 119], [75, 142], [76, 141], [77, 140], [78, 324], [79, 323], [80, 322], [81, 321], [82, 320], [83, 169], [84, 168], [90, 314], [91, 313], [101, 115], [102, 114], [103, 113], [104, 112], [105, 111], [106, 110], [111, 216], [112, 215], [113, 214], [114, 213], [117, 209], [118, 208], [119, 207], [120, 206], [121, 205], [122, 204], [129, 235], [135, 255], [151, 296], [155, 292], [159, 236], [177, 187], [178, 186], [179, 185], [187, 257], [195, 212], [196, 211], [197, 210], [206, 230], [207, 229], [208, 228], [209, 227], [212, 226], [213, 225], [215, 300], [216, 299], [218, 297], [220, 295], [221, 294], [225, 289], [228, 286], [235, 283], [250, 271], [251, 270], [252, 269], [253, 268], [254, 267], [255, 266], [284, 309], [285, 308], [286, 307], [287, 306], [288, 305], [289, 304], [290, 303], [292, 302], [293, 301]]",R1D+R2D
4FB0,ablation,"[[5, 23], [6, 22], [7, 21], [8, 20], [9, 19], [10, 18], [11, 17], [12, 16], [13, 265], [19, 258], [20, 257], [21, 207], [22, 206], [23, 205], [24, 253], [25, 252], [26, 251], [27, 250], [31, 43], [32, 42], [33, 41], [34, 39], [53, 74], [54, 73], [55, 72], [56, 71], [58, 204], [59, 203], [72, 159], [73, 83], [78, 375], [85, 305], [86, 304], [104, 222], [106, 220], [107, 219], [115, 121], [121, 183], [127, 245], [128, 244], [129, 240], [130, 239], [133, 236], [144, 314], [173, 199], [174, 198], [179, 192], [198, 325], [199, 324], [200, 323], [201, 322], [203, 320], [229, 299], [245, 266], [247, 264], [265, 278], [266, 277], [268, 275], [306, 319], [309, 316], [310, 315], [331, 357], [333, 355], [334, 354], [338, 349], [339, 348], [340, 347], [341, 346], [360, 389], [361, 388], [362, 387], [363, 386], [364, 385], [365, 384], [366, 383], [370, 377]]",R1D+R2D
4FAQ,ablation,"[[8, 24], [9, 23], [10, 22], [11, 21], [12, 20], [13, 19], [15, 267], [21, 260], [22, 259], [23, 209], [24, 208], [25, 207], [26, 255], [27, 254], [28, 253], [29, 252], [33, 45], [34, 44], [35, 43], [36, 41], [55, 76], [56, 75], [57, 74], [58, 73], [60, 206], [61, 205], [74, 161], [75, 85], [80, 117], [87, 307], [88, 306], [106, 224], [108, 222], [109, 221], [117, 123], [123, 185], [129, 247], [130, 246], [131, 242], [132, 241], [135, 238], [146, 316], [175, 201], [176, 200], [181, 194], [200, 327], [201, 326], [202, 325], [203, 324], [205, 322], [231, 301], [247, 268], [249, 266], [267, 280], [268, 279], [270, 277], [308, 321], [311, 318], [312, 317], [333, 359], [335, 357], [336, 356], [340, 351], [341, 350], [342, 349], [343, 348], [362, 391], [363, 390], [366, 387], [367, 386], [368, 385], [369, 384], [371, 389], [372, 388]]",R1D+R2D
2MXJ,ablation,[],R1D+R2D
2F87,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",R1D+R2D
1RNG,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",R1D+R2D
5E08,ablation,[],R1D+R2D
1VOP,ablation,"[[1, 13], [2, 12], [3, 11], [4, 10], [5, 9]]",R1D+R2D
1HS8,ablation,"[[1, 12], [2, 11], [3, 10]]",R1D+R2D
1ESH,ablation,"[[1, 13], [2, 12], [3, 11], [4, 10], [5, 9]]",R1D+R2D
5TC1_2,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D+R2D
5TC1_11,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D+R2D
1ROQ,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D+R2D
1C0O,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D+R2D
1FHK,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11]]",R1D+R2D
6BY5,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",R1D+R2D
4IFD_0,ablation,[],R1D+R2D
2MN0,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12]]",R1D+R2D
5TC1_8,ablation,"[[1, 16], [2, 15], [3, 14], [6, 12]]",R1D+R2D
2XLJ,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12], [5, 11]]",R1D+R2D
2F8K,ablation,"[[2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",R1D+R2D
2LBJ,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12], [7, 11]]",R1D+R2D
6T0U_0,ablation,[],R1D+R2D
1J4Y,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12], [7, 11]]",R1D+R2D
2LBK,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",R1D+R2D
1WKS,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13], [6, 12]]",R1D+R2D
2M4W,ablation,"[[1, 16], [3, 15], [4, 13], [5, 12], [6, 11]]",R1D+R2D
2KRW,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14], [5, 13]]",R1D+R2D
1Z30,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13], [7, 12]]",R1D+R2D
2QH4,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13]]",R1D+R2D
1HLX,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",R1D+R2D
2AB4,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [6, 14]]",R1D+R2D
4L8H,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [6, 16], [7, 15], [8, 14], [9, 13]]",R1D+R2D
2Y8W,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13], [7, 12]]",R1D+R2D
7D12,ablation,"[[1, 20], [2, 19], [4, 17], [5, 16], [7, 14], [8, 13]]",R1D+R2D
2RPT,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [6, 15], [7, 14], [8, 13]]",R1D+R2D
1D0T,ablation,"[[1, 21], [2, 20], [3, 19], [4, 18], [5, 17], [6, 16], [8, 15], [9, 14]]",R1D+R2D
1F9L,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [7, 16], [8, 15], [9, 14]]",R1D+R2D
2KD8,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15]]",R1D+R2D
2K66,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",R1D+R2D
2G1W,ablation,"[[6, 21], [7, 20], [8, 19]]",R1D+R2D
2JYM,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [8, 16]]",R1D+R2D
1JUR,ablation,"[[1, 22], [2, 21], [3, 20], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",R1D+R2D
1K2G,ablation,[],R1D+R2D
1K6G,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",R1D+R2D
4A4T,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",R1D+R2D
1S34,ablation,"[[2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [8, 18], [9, 17]]",R1D+R2D
1RHT,ablation,"[[2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17]]",R1D+R2D
1NYB,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16]]",R1D+R2D
2ANR,ablation,"[[1, 25], [2, 24], [3, 23], [4, 22], [5, 21]]",R1D+R2D
2IXY,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 22], [6, 21], [7, 20], [8, 19], [9, 18], [10, 17], [11, 15]]",R1D+R2D
484D,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [6, 22], [7, 21]]",R1D+R2D
1FQZ,ablation,"[[1, 27], [2, 26], [3, 25], [9, 20], [10, 19], [11, 18]]",R1D+R2D
6HIX_0,ablation,"[[2, 27], [3, 26], [4, 25], [5, 24], [6, 23], [7, 22], [8, 21]]",R1D+R2D
1JID,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [7, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",R1D+R2D
1UUD,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",R1D+R2D
1NBR,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [10, 22]]",R1D+R2D
1EBQ,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [6, 24], [7, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",R1D+R2D
6MCE,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 25], [7, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",R1D+R2D
1AJU,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 25], [7, 24], [10, 23], [11, 22], [12, 21], [13, 20]]",R1D+R2D
1KP7,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [6, 25], [7, 24], [12, 21], [13, 20], [14, 19]]",R1D+R2D
7BOG_1,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16], [10, 15]]",R1D+R2D
2LDT,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [10, 21], [11, 20], [12, 19], [13, 18]]",R1D+R2D
1JO7,ablation,"[[2, 30], [3, 29], [7, 26], [8, 25], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D+R2D
6EML_0,ablation,"[[1, 24], [2, 23], [3, 22], [4, 21], [5, 20], [6, 19], [7, 18], [8, 17], [9, 16], [10, 15]]",R1D+R2D
2LBS,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25], [9, 24], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D+R2D
2LWK,ablation,"[[2, 32], [3, 31], [4, 30], [5, 29], [8, 27], [9, 26], [12, 23], [13, 22], [14, 21], [15, 20]]",R1D+R2D
2DR5,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D+R2D
1KAJ,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [8, 32], [9, 31], [10, 30], [11, 29], [12, 28], [13, 27]]",R1D+R2D
5A17,ablation,"[[1, 32], [2, 31], [3, 30], [4, 29], [5, 28], [6, 27], [7, 26], [8, 25], [9, 23]]",R1D+R2D
2JXV,ablation,"[[1, 33], [2, 32], [3, 31], [4, 30], [5, 29], [6, 28], [7, 27], [8, 26], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D+R2D
2DR7,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D+R2D
2ZHB,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D+R2D
2L3C,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [11, 24], [12, 23], [13, 22], [14, 21], [15, 20]]",R1D+R2D
1R7W,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",R1D+R2D
2JTP,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [11, 24]]",R1D+R2D
1RNK,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [7, 34], [8, 33], [9, 32], [10, 31], [11, 30], [12, 29], [13, 28]]",R1D+R2D
2KPV,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [6, 28], [10, 27], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D+R2D
2ZH3,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D+R2D
1P5N,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [6, 29], [8, 26], [9, 25], [10, 24], [11, 23], [12, 22], [13, 21]]",R1D+R2D
6E80_0,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [19, 27], [20, 26]]",R1D+R2D
2L3E,ablation,"[[1, 35], [2, 34], [3, 33], [4, 32], [5, 31], [6, 30], [7, 29], [13, 28], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",R1D+R2D
2DRB,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",R1D+R2D
6E82,ablation,"[[1, 36], [2, 35], [3, 34], [4, 33], [5, 32], [12, 31], [13, 30], [14, 29], [18, 25], [20, 28]]",R1D+R2D
2N6S,ablation,"[[1, 36], [2, 35], [3, 34], [4, 33], [5, 32], [6, 31], [7, 30], [8, 29], [9, 28], [10, 27], [11, 26], [12, 25], [13, 24], [14, 23], [16, 21]]",R1D+R2D
4OJI_0,ablation,"[[2, 36], [3, 35], [4, 34], [7, 32], [8, 31], [9, 30]]",R1D+R2D
1TXS,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [7, 34], [8, 33], [9, 32], [10, 31], [14, 27], [15, 26], [16, 25], [17, 24], [18, 23]]",R1D+R2D
1F1T,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [5, 34], [6, 33], [10, 23], [11, 22], [12, 21], [13, 20], [14, 19]]",R1D+R2D
1ZC5,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [5, 37], [6, 36], [8, 31], [9, 30], [10, 29], [11, 28], [12, 27], [13, 26], [14, 25], [15, 24], [16, 23]]",R1D+R2D
5V17,ablation,"[[1, 41], [2, 40], [3, 39], [4, 38], [5, 37], [6, 36], [7, 35], [13, 34], [14, 33], [15, 32], [16, 31], [17, 30], [18, 29], [19, 28], [20, 27]]",R1D+R2D
2L2J,ablation,"[[1, 42], [2, 41], [3, 40], [6, 37], [7, 36], [8, 35], [9, 34], [10, 33], [11, 32], [12, 31], [13, 30], [14, 29], [16, 27], [17, 26], [18, 25], [19, 24]]",R1D+R2D
5WLH_0,ablation,"[[7, 26], [8, 23], [9, 22], [10, 21], [11, 20]]",R1D+R2D
2MTK,ablation,"[[1, 46], [2, 45], [3, 44], [4, 43], [5, 42], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17], [23, 36], [24, 35], [25, 34], [26, 33], [27, 32]]",R1D+R2D
2PXT,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",R1D+R2D
2LU0,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [9, 40], [14, 19], [24, 37], [25, 36], [26, 35], [27, 34], [28, 33]]",R1D+R2D
2PXD,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",R1D+R2D
1DUL,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",R1D+R2D
2PXP,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",R1D+R2D
7D82,ablation,"[[1, 50], [2, 49], [3, 48], [18, 41], [20, 39], [21, 38], [22, 37], [23, 35], [24, 34], [26, 31]]",R1D+R2D
4K27,ablation,"[[2, 54], [3, 53], [7, 55], [12, 44], [16, 40], [17, 39], [23, 34], [24, 33], [25, 32], [26, 31]]",R1D+R2D
4PKD,ablation,"[[1, 54], [2, 53], [3, 52], [4, 19], [5, 18], [6, 17], [12, 46], [13, 27], [14, 26], [15, 25], [16, 24], [37, 48]]",R1D+R2D
1MZP,ablation,"[[1, 55], [2, 54], [3, 53], [4, 52], [6, 50], [13, 43], [14, 42], [16, 49], [21, 34], [23, 32], [24, 31], [25, 30], [37, 48], [38, 47]]",R1D+R2D
4M4O,ablation,"[[1, 59], [2, 58], [3, 57], [4, 56], [5, 55], [6, 54], [8, 52], [9, 51], [10, 50], [11, 49], [12, 48], [25, 42], [26, 41]]",R1D+R2D
7N3O_1,ablation,"[[6, 60], [7, 59], [17, 32], [18, 31], [19, 30], [20, 29], [21, 28], [36, 49], [37, 48], [39, 46], [40, 45]]",R1D+R2D
5UZ9,ablation,"[[46, 60], [47, 59], [48, 58], [49, 57], [50, 56]]",R1D+R2D
2N3R,ablation,"[[1, 61], [2, 60], [3, 59], [4, 58], [5, 57], [8, 55], [12, 53], [31, 52], [34, 45], [35, 44], [36, 43], [37, 42], [38, 46]]",R1D+R2D
4XW7,ablation,"[[20, 33], [21, 32], [22, 31], [23, 30], [24, 29], [39, 49], [40, 48]]",R1D+R2D
2XO1_0,ablation,"[[2, 64], [3, 63], [4, 62], [5, 61], [6, 60], [7, 37], [10, 30], [12, 28], [13, 27], [14, 26], [15, 25], [16, 24], [22, 46], [23, 45], [31, 38], [39, 57], [40, 56], [41, 55], [42, 54], [43, 53], [44, 52]]",R1D+R2D
2EEW,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [11, 31], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [32, 39], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",R1D+R2D
3G4M,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [11, 31], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [32, 39], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",R1D+R2D
1KXK,ablation,"[[1, 70], [2, 69], [10, 62], [11, 61], [12, 60], [13, 59], [14, 58], [15, 57], [19, 54], [20, 53], [21, 52], [22, 51], [23, 50], [24, 49], [25, 48], [26, 47], [27, 46], [28, 43], [29, 42], [30, 41], [31, 40], [32, 39], [33, 38]]",R1D+R2D
5KPY,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [15, 31], [16, 30], [17, 29], [18, 28], [19, 27], [43, 59], [44, 58], [45, 57], [46, 56], [47, 55], [51, 64]]",R1D+R2D
4LX5,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [8, 64], [9, 63], [10, 40], [13, 33], [14, 32], [15, 31], [16, 30], [17, 29], [18, 28], [25, 49], [26, 48], [34, 41], [42, 60], [43, 59], [44, 58], [45, 57], [46, 56], [47, 55]]",R1D+R2D
2AKE,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [12, 22], [13, 21], [18, 55], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D+R2D
2MF0,ablation,"[[19, 36], [20, 35], [21, 34], [22, 33], [23, 32], [24, 31], [30, 46], [31, 45], [32, 44], [33, 43], [43, 57], [44, 56], [45, 55], [46, 54], [47, 53], [59, 71], [60, 70], [62, 68]]",R1D+R2D
5AXM_0,ablation,"[[1, 70], [2, 69], [3, 68], [4, 67], [5, 66], [6, 65], [9, 24], [10, 23], [11, 22], [12, 21], [18, 55], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D+R2D
5VW1_0,ablation,"[[12, 59], [13, 58], [19, 30], [20, 29], [21, 28], [22, 27], [39, 56], [40, 55], [41, 54], [43, 51], [44, 50], [59, 70], [62, 67]]",R1D+R2D
3TUP_0,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [41, 64], [44, 61]]",R1D+R2D
1J1U_0,ablation,"[[1, 73], [2, 72], [3, 71], [4, 70], [5, 69], [6, 68], [7, 67], [10, 26], [11, 25], [12, 24], [13, 23], [20, 57], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62], [61, 74]]",R1D+R2D
5X6B,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [12, 22], [13, 21], [14, 20], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",R1D+R2D
2IHX,ablation,"[[1, 75], [2, 74], [3, 73], [4, 72], [5, 71], [6, 70], [7, 69], [8, 68], [10, 35], [11, 34], [12, 33], [13, 32], [14, 31]]",R1D+R2D
7MRL,ablation,"[[1, 75], [2, 74], [3, 73], [4, 72], [5, 71], [6, 70], [7, 69], [10, 25], [11, 24], [12, 23], [13, 22], [19, 59], [27, 46], [28, 45], [29, 44], [30, 43], [31, 42], [32, 41], [33, 40], [34, 39], [52, 68], [53, 67], [54, 66], [55, 65], [56, 64]]",R1D+R2D
7KJU_0,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [9, 25], [10, 24], [11, 23], [12, 22], [19, 56], [26, 44], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",R1D+R2D
